#,Player,Lastname,FirstName,Team,Pos,Avg. Pick,Min. Pick,Max. Pick,# Drafts Selected In,Season
1863,"Thomas, Demaryius DEN WR","Thomas,",Demaryius,DEN,WR,12.33,1,166,7674,2015
1864,"Gronkowski, Rob NEP TE","Gronkowski,",Rob,NEP,TE,12.81,1,177,7670,2015
1865,"Rodgers, Aaron GBP QB","Rodgers,",Aaron,GBP,QB,12.9,1,151,7465,2015
1866,"Johnson, Calvin DET WR","Johnson,",Calvin,DET,WR,16.36,1,188,7677,2015
1867,"Anderson, C.J. DEN RB","Anderson,",C.J.,DEN,RB,16.36,1,177,7643,2015
1868,"Murray, DeMarco PHI RB","Murray,",DeMarco,PHI,RB,17.06,1,181,7667,2015
1869,"Forte, Matt CHI RB","Forte,",Matt,CHI,RB,17.14,1,178,7673,2015
1870,"Green, A.J. CIN WR","Green,",A.J.,CIN,WR,19.62,1,187,7674,2015
1871,"Cobb, Randall GBP WR","Cobb,",Randall,GBP,WR,20.14,1,183,7681,2015
1872,"Hill, Jeremy CIN RB","Hill,",Jeremy,CIN,RB,20.15,1,186,7658,2015
1873,"McCoy, LeSean BUF RB","McCoy,",LeSean,BUF,RB,22.12,1,176,7668,2015
1874,"Hilton, T.Y. IND WR","Hilton,",T.Y.,IND,WR,25.02,1,185,7669,2015
1875,"Jeffery, Alshon CHI WR","Jeffery,",Alshon,CHI,WR,27.47,4,190,7664,2015
1876,"Evans, Mike TBB WR","Evans,",Mike,TBB,WR,29.3,1,193,7662,2015
1877,"Graham, Jimmy SEA TE*","Graham,",Jimmy,SEA,TE*,29.43,1,191,7656,2015
1878,"Cooks, Brandin NOS WR","Cooks,",Brandin,NOS,WR,30.21,3,213,7664,2015
1879,"Forsett, Justin BAL RB*","Forsett,",Justin,BAL,RB*,30.8,2,258,7664,2015
1880,"Watt, J.J. HOU DE","Watt,",J.J.,HOU,DE,33.24,1,187,706,2015
1881,"Miller, Lamar MIA RB","Miller,",Lamar,MIA,RB,33.9,3,194,7659,2015
1882,"Hopkins, DeAndre HOU WR","Hopkins,",DeAndre,HOU,WR,34.11,1,258,7668,2015
1883,"Sanders, Emmanuel DEN WR","Sanders,",Emmanuel,DEN,WR,35.09,5,196,7661,2015
1884,"Nelson, Jordy GBP WR*","Nelson,",Jordy,GBP,WR*,35.47,2,412,2724,2015
1885,"Matthews, Jordan PHI WR","Matthews,",Jordan,PHI,WR,35.96,3,197,7649,2015
1886,"Ingram, Mark NOS RB*","Ingram,",Mark,NOS,RB*,38.82,4,195,7660,2015
1887,"Wilson, Russell SEA QB","Wilson,",Russell,SEA,QB,39.37,1,178,7444,2015
1888,"Gordon, Melvin SDC RB*","Gordon,",Melvin,SDC,RB*,39.78,1,885,7613,2015
1889,"Gore, Frank IND RB","Gore,",Frank,IND,RB,40.95,6,357,7650,2015
1890,"Manning, Peyton DEN QB","Manning,",Peyton,DEN,QB,41.03,1,519,7412,2015
1891,"Hyde, Carlos SFO RB*","Hyde,",Carlos,SFO,RB*,44.93,4,209,7623,2015
1892,"Cooper, Amari OAK WR","Cooper,",Amari,OAK,WR,45.34,1,883,7635,2015
1893,"Morris, Alfred WAS RB","Morris,",Alfred,WAS,RB,45.85,5,234,7597,2015
1894,"Brees, Drew NOS QB","Brees,",Drew,NOS,QB,47.23,1,421,7462,2015
1895,"Murray, Latavius OAK RB","Murray,",Latavius,OAK,RB,47.29,2,248,7639,2015
1896,"Tate, Golden DET WR","Tate,",Golden,DET,WR,48.38,5,213,7637,2015
1897,"Allen, Keenan SDC WR*","Allen,",Keenan,SDC,WR*,48.65,6,275,7616,2015
1898,"Edelman, Julian NEP WR","Edelman,",Julian,NEP,WR,50.15,3,616,7649,2015
1899,"Roethlisberger, Ben PIT QB","Roethlisberger,",Ben,PIT,QB,50.65,1,601,7452,2015
1900,"Johnson, Andre IND WR","Johnson,",Andre,IND,WR,52.52,7,290,7581,2015
1901,"Olsen, Greg CAR TE","Olsen,",Greg,CAR,TE,54.18,5,238,7636,2015
1902,"Gurley, Todd STL RB","Gurley,",Todd,STL,RB,55.01,1,884,7598,2015
1903,"Watkins, Sammy BUF WR","Watkins,",Sammy,BUF,WR,55.47,7,235,7598,2015
1904,"Kelce, Travis KCC TE","Kelce,",Travis,KCC,TE,55.62,10,239,7577,2015
1905,"Benjamin, Kelvin CAR WR*","Benjamin,",Kelvin,CAR,WR*,55.72,4,533,2320,2015
1906,"Ellington, Andre ARI RB","Ellington,",Andre,ARI,RB,57.03,12,257,7574,2015
1907,"Maclin, Jeremy KCC WR","Maclin,",Jeremy,KCC,WR,57.43,14,233,7626,2015
1908,"Randle, Joseph FA* RB","Randle,",Joseph,FA*,RB,58.49,9,571,7528,2015
1909,"Kuechly, Luke CAR LB","Kuechly,",Luke,CAR,LB,58.68,6,298,719,2015
1910,"Abdullah, Ameer DET RB","Abdullah,",Ameer,DET,RB,58.72,4,886,7548,2015
1911,"Landry, Jarvis MIA WR","Landry,",Jarvis,MIA,WR,58.78,13,226,7621,2015
1912,"Foster, Arian HOU RB*","Foster,",Arian,HOU,RB*,59.51,2,362,7508,2015
1913,"Ryan, Matt ATL QB","Ryan,",Matt,ATL,QB,61.97,1,232,7450,2015
1914,"Marshall, Brandon NYJ WR","Marshall,",Brandon,NYJ,WR,63.03,2,238,7624,2015
1915,"Adams, Davante GBP WR","Adams,",Davante,GBP,WR,63.28,2,302,7529,2015
1916,"Stewart, Jonathan CAR RB","Stewart,",Jonathan,CAR,RB,64.48,6,337,7578,2015
1917,"Yeldon, T.J. JAC RB","Yeldon,",T.J.,JAC,RB,65.86,10,887,7550,2015
1918,"Jackson, DeSean WAS WR","Jackson,",DeSean,WAS,WR,69.46,10,251,7571,2015
1919,"David, Lavonte TBB LB","David,",Lavonte,TBB,LB,70.05,7,319,711,2015
1920,"Martin, Doug TBB RB","Martin,",Doug,TBB,RB,70.36,6,472,7584,2015
1921,"Brady, Tom NEP QB","Brady,",Tom,NEP,QB,70.51,1,550,7458,2015
1922,"Spiller, C.J. NOS RB","Spiller,",C.J.,NOS,RB,70.95,10,351,7463,2015
1923,"Romo, Tony DAL QB*","Romo,",Tony,DAL,QB*,71.56,1,467,7370,2015
1924,"Bennett, Martellus CHI TE*","Bennett,",Martellus,CHI,TE*,71.79,3,312,7507,2015
1925,"Bryant, Martavis PIT WR","Bryant,",Martavis,PIT,WR,72.22,17,292,7536,2015
1926,"Robinson, Allen JAC WR","Robinson,",Allen,JAC,WR,73.24,7,381,7476,2015
1927,"Agholor, Nelson PHI WR","Agholor,",Nelson,PHI,WR,74.95,14,888,7434,2015
1928,"Stafford, Matthew DET QB","Stafford,",Matthew,DET,QB,75.31,2,378,7382,2015
1929,"Bernard, Giovani CIN RB","Bernard,",Giovani,CIN,RB,78.43,11,337,7438,2015
1930,"Jackson, Vincent TBB WR","Jackson,",Vincent,TBB,WR,83.54,26,415,7449,2015
1931,"Newton, Cam CAR QB","Newton,",Cam,CAR,QB,84.17,3,273,7352,2015
1932,"Mosley, C.J. BAL LB","Mosley,",C.J.,BAL,LB,85.22,9,326,700,2015
1933,"Tannehill, Ryan MIA QB","Tannehill,",Ryan,MIA,QB,85.49,1,360,7339,2015
1934,"Wallace, Mike MIN WR","Wallace,",Mike,MIN,WR,86.04,11,370,7447,2015
1935,"Blount, LeGarrette NEP RB*","Blount,",LeGarrette,NEP,RB*,87.61,2,682,7492,2015
1936,"Ivory, Chris NYJ RB","Ivory,",Chris,NYJ,RB,87.89,1,675,7485,2015
1937,"Seahawks, Seattle SEA Def","Seahawks,",Seattle,SEA,Def,88.6,5,293,6615,2015
1938,"Quinn, Robert STL DE*","Quinn,",Robert,STL,DE*,89.19,5,245,678,2015
1939,"Johnson, Charles MIN WR","Johnson,",Charles,MIN,WR,89.78,14,368,7256,2015
1940,"Bell, Joique DET RB","Bell,",Joique,DET,RB,90.84,2,662,7310,2015
1941,"Witten, Jason DAL TE","Witten,",Jason,DAL,TE,91.51,12,547,7428,2015
1942,"Thomas, Julius JAC TE","Thomas,",Julius,JAC,TE,91.86,15,345,7239,2015
1943,"Wagner, Bobby SEA LB","Wagner,",Bobby,SEA,LB,91.96,28,388,707,2015
1944,"Fitzgerald, Larry ARI WR","Fitzgerald,",Larry,ARI,WR,93.32,4,496,7460,2015
1945,"Cameron, Jordan MIA TE","Cameron,",Jordan,MIA,TE,93.76,17,316,7183,2015
1946,"Coleman, Tevin ATL RB","Coleman,",Tevin,ATL,RB,94.07,29,891,7142,2015
1947,"Levy, DeAndre DET LB*","Levy,",DeAndre,DET,LB*,96.84,14,341,699,2015
1948,"Cruz, Victor NYG WR*","Cruz,",Victor,NYG,WR*,97.23,9,402,7289,2015
1949,"Crowell, Isaiah CLE RB","Crowell,",Isaiah,CLE,RB,98.73,24,333,7104,2015
1950,"White, Roddy ATL WR","White,",Roddy,ATL,WR,99.14,19,441,7240,2015
1951,"White, Kevin CHI WR*","White,",Kevin,CHI,WR*,99.73,6,889,2483,2015
1952,"Manning, Eli NYG QB","Manning,",Eli,NYG,QB,99.92,2,492,7285,2015
1953,"Jennings, Rashad NYG RB","Jennings,",Rashad,NYG,RB,100.43,25,716,7265,2015
1954,"Brown, John ARI WR","Brown,",John,ARI,WR,100.79,11,448,7136,2015
1955,"Bowman, Navorro SFO LB","Bowman,",Navorro,SFO,LB,101.74,16,254,697,2015
1956,"Houston, Justin KCC LB","Houston,",Justin,KCC,LB,102.26,12,268,690,2015
1957,"Ertz, Zach PHI TE","Ertz,",Zach,PHI,TE,102.55,17,396,6956,2015
1958,"Rivers, Philip SDC QB","Rivers,",Philip,SDC,QB,103.7,2,629,7314,2015
1959,"Smith, Steve BAL WR*","Smith,",Steve,BAL,WR*,103.83,18,636,7315,2015
1960,"Bills, Buffalo BUF Def","Bills,",Buffalo,BUF,Def,105.23,12,337,6574,2015
1961,"Bradford, Sam PHI QB","Bradford,",Sam,PHI,QB,105.52,5,537,7195,2015
1962,"Vereen, Shane NYG RB","Vereen,",Shane,NYG,RB,106.68,19,349,6868,2015
1963,"Jones, Chandler NEP DE","Jones,",Chandler,NEP,DE,107.09,15,285,645,2015
1964,"Smith, Torrey SFO WR","Smith,",Torrey,SFO,WR,107.26,31,320,7005,2015
1965,"Texans, Houston HOU Def","Texans,",Houston,HOU,Def,107.86,2,348,6541,2015
1966,"Decker, Eric NYJ WR","Decker,",Eric,NYJ,WR,110.18,5,433,6944,2015
1967,"Floyd, Michael ARI WR","Floyd,",Michael,ARI,WR,110.29,4,331,6657,2015
1968,"Smith, Harrison MIN S","Smith,",Harrison,MIN,S,112.65,13,592,649,2015
1969,"Mathews, Ryan PHI RB","Mathews,",Ryan,PHI,RB,113.09,13,591,7033,2015
1970,"Mason, Tre STL RB","Mason,",Tre,STL,RB,114.52,22,557,6706,2015
1971,"Freeman, Devonta ATL RB","Freeman,",Devonta,ATL,RB,115.12,1,532,6711,2015
1972,"Eifert, Tyler CIN TE","Eifert,",Tyler,CIN,TE,115.77,5,367,6678,2015
1973,"Bridgewater, Teddy MIN QB","Bridgewater,",Teddy,MIN,QB,116.31,1,377,6885,2015
1974,"McFadden, Darren DAL RB","McFadden,",Darren,DAL,RB,116.66,4,694,6988,2015
1975,"Blue, Alfred HOU RB","Blue,",Alfred,HOU,RB,116.97,6,737,6945,2015
1976,"Walker, Delanie TEN TE","Walker,",Delanie,TEN,TE,117.16,28,609,6844,2015
1977,"Alonso, Kiko PHI LB","Alonso,",Kiko,PHI,LB,118.26,27,295,647,2015
1978,"Boldin, Anquan SFO WR","Boldin,",Anquan,SFO,WR,118.56,14,508,6826,2015
1979,"Wright, Kendall TEN WR","Wright,",Kendall,TEN,WR,118.86,39,423,6485,2015
1980,"Gostkowski, Stephen NEP PK","Gostkowski,",Stephen,NEP,PK,118.92,3,819,6850,2015
1981,"Rams, St.Louis STL Def","Rams,",St.Louis,STL,Def,119.44,14,401,6568,2015
1982,"Ogletree, Alec STL LB*","Ogletree,",Alec,STL,LB*,119.47,29,747,621,2015
1983,"Posluszny, Paul JAC LB","Posluszny,",Paul,JAC,LB,119.94,28,369,682,2015
1984,"Johnson, Duke CLE RB","Johnson,",Duke,CLE,RB,120.09,25,898,6383,2015
1985,"LaFell, Brandon NEP WR","LaFell,",Brandon,NEP,WR,120.42,28,1544,6258,2015
1986,"Sankey, Bishop TEN RB","Sankey,",Bishop,TEN,RB,120.47,15,495,6634,2015
1987,"Parker, DeVante MIA WR","Parker,",DeVante,MIA,WR,121.1,17,894,5894,2015
1988,"Funchess, Devin CAR WR","Funchess,",Devin,CAR,WR,121.53,29,895,6450,2015
1989,"Collins, Jamie NEP LB","Collins,",Jamie,NEP,LB,124,32,399,636,2015
1990,"Burnett, Morgan GBP S","Burnett,",Morgan,GBP,S,125.16,28,625,642,2015
1991,"Mack, Khalil OAK LB","Mack,",Khalil,OAK,LB,126.73,32,288,634,2015
1992,"Daniels, Owen DEN TE","Daniels,",Owen,DEN,TE,128.33,27,715,6789,2015
1993,"Colston, Marques NOS WR","Colston,",Marques,NOS,WR,128.77,34,929,6668,2015
1994,"Allen, Dwayne IND TE","Allen,",Dwayne,IND,TE,128.97,14,513,6523,2015
1995,"Miller, Von DEN LB","Miller,",Von,DEN,LB,129.3,27,526,633,2015
1996,"Griffen, Everson MIN DE","Griffen,",Everson,MIN,DE,130.34,27,317,608,2015
1997,"Perriman, Breshad BAL WR*","Perriman,",Breshad,BAL,WR*,130.42,25,893,5430,2015
1998,"Garcon, Pierre WAS WR","Garcon,",Pierre,WAS,WR,131,18,425,6179,2015
1999,"Rudolph, Kyle MIN TE","Rudolph,",Kyle,MIN,TE,131.62,17,509,6368,2015
2000,"Woodhead, Danny SDC RB","Woodhead,",Danny,SDC,RB,132.73,10,746,6244,2015
2001,"Gates, Antonio SDC TE","Gates,",Antonio,SDC,TE,132.99,20,721,6709,2015
2002,"Williams, Terrance DAL WR","Williams,",Terrance,DAL,WR,133.9,20,512,6288,2015
2003,"Eagles, Philadelphia PHI Def","Eagles,",Philadelphia,PHI,Def,135.02,13,548,6212,2015
2004,"Flacco, Joe BAL QB*","Flacco,",Joe,BAL,QB*,136.64,5,613,6389,2015
2005,"Davis, Knile KCC RB","Davis,",Knile,KCC,RB,137.14,30,493,5998,2015
2006,"Suh, Ndamukong MIA DT","Suh,",Ndamukong,MIA,DT,137.63,31,383,621,2015
2007,"Dolphins, Miami MIA Def","Dolphins,",Miami,MIA,Def,138.1,26,511,6279,2015
2008,"Kaepernick, Colin SFO QB*","Kaepernick,",Colin,SFO,QB*,138.43,3,531,6018,2015
2009,"Worrilow, Paul ATL LB","Worrilow,",Paul,ATL,LB,138.57,33,761,600,2015
2010,"Cobb, David TEN RB","Cobb,",David,TEN,RB,139.26,4,903,4734,2015
2011,"Vinatieri, Adam IND PK","Vinatieri,",Adam,IND,PK,139.62,22,1243,6803,2015
2012,"Royal, Eddie CHI WR","Royal,",Eddie,CHI,WR,139.95,20,847,5701,2015
2013,"Broncos, Denver DEN Def","Broncos,",Denver,DEN,Def,141.05,6,495,6190,2015
2014,"Green-Beckham, Dorial TEN WR","Green-Beckham,",Dorial,TEN,WR,141.28,27,897,4576,2015
2015,"Quick, Brian STL WR","Quick,",Brian,STL,WR,141.68,25,396,5604,2015
2016,"Wheaton, Markus PIT WR","Wheaton,",Markus,PIT,WR,142.34,3,587,5587,2015
2017,"Seferian-Jenkins, Austin TBB TE","Seferian-Jenkins,",Austin,TBB,TE,142.36,20,419,5029,2015
2018,"Campbell, Calais ARI DE","Campbell,",Calais,ARI,DE,142.72,48,312,600,2015
2019,"Jets, NewYork NYJ Def","Jets,",NewYork,NYJ,Def,142.84,10,412,6100,2015
2020,"Johnson, David ARI RB","Johnson,",David,ARI,RB,143.08,22,905,5030,2015
2021,"Sproles, Darren PHI RB","Sproles,",Darren,PHI,RB,143.57,4,851,6040,2015
2022,"Winston, Jameis TBB QB","Winston,",Jameis,TBB,QB,143.91,1,892,5048,2015
2023,"Hill, Josh NOS TE","Hill,",Josh,NOS,TE,144.49,22,619,5566,2015
2024,"Cardinals, Arizona ARI Def","Cardinals,",Arizona,ARI,Def,144.49,22,434,6178,2015
2025,"Palmer, Carson ARI QB","Palmer,",Carson,ARI,QB,145.45,2,632,6050,2015
2026,"Mariota, Marcus TEN QB","Mariota,",Marcus,TEN,QB,147.62,1,890,4766,2015
2027,"Stills, Kenny MIA WR","Stills,",Kenny,MIA,WR,148.36,45,397,4753,2015
2028,"Hauschka, Steven SEA PK","Hauschka,",Steven,SEA,PK,148.45,28,1043,6804,2015
2029,"Dunlap, Carlos CIN DE","Dunlap,",Carlos,CIN,DE,149.42,30,748,587,2015
2030,"Sims, Charles TBB RB","Sims,",Charles,TBB,RB,150.26,33,558,4686,2015
2031,"Moncrief, Donte IND WR","Moncrief,",Donte,IND,WR,150.63,22,468,3184,2015
2032,"Kendricks, Mychal PHI LB","Kendricks,",Mychal,PHI,LB,150.69,48,798,526,2015
2033,"Ajayi, Jay MIA RB","Ajayi,",Jay,MIA,RB,151.17,16,901,2541,2015
2034,"Johnson, Stevie SDC WR","Johnson,",Stevie,SDC,WR,151.51,31,686,5207,2015
2035,"Carr, Derek OAK QB","Carr,",Derek,OAK,QB,151.7,6,508,4122,2015
2036,"Pierre-Paul, Jason NYG DE","Pierre-Paul,",Jason,NYG,DE,152.08,20,890,489,2015
2037,"Weddle, Eric SDC S","Weddle,",Eric,SDC,S,153.04,41,694,621,2015
2038,"Latimer, Cody DEN WR","Latimer,",Cody,DEN,WR,153.06,37,445,3902,2015
2039,"Fleener, Coby IND TE","Fleener,",Coby,IND,TE,153.08,15,643,4888,2015
2040,"Jones, Reshad MIA S","Jones,",Reshad,MIA,S,153.17,31,745,616,2015
2041,"Tucker, Justin BAL PK","Tucker,",Justin,BAL,PK,153.25,2,926,6750,2015
2042,"Bush, Reggie SFO RB*","Bush,",Reggie,SFO,RB*,153.53,10,767,5567,2015
2043,"Crosby, Mason GBP PK","Crosby,",Mason,GBP,PK,153.75,24,1146,6748,2015
2044,"Crabtree, Michael OAK WR","Crabtree,",Michael,OAK,WR,154.77,24,637,5093,2015
2045,"Ebron, Eric DET TE","Ebron,",Eric,DET,TE,155.33,25,441,3780,2015
2046,"Packers, GreenBay GBP Def","Packers,",GreenBay,GBP,Def,155.68,12,562,5167,2015
2047,"Williams, Mario BUF DE","Williams,",Mario,BUF,DE,155.9,31,876,614,2015
2048,"Dalton, Andy CIN QB","Dalton,",Andy,CIN,QB,156.34,1,619,4359,2015
2049,"Cutler, Jay CHI QB","Cutler,",Jay,CHI,QB,157.08,9,694,4939,2015
2050,"Harvin, Percy BUF WR*","Harvin,",Percy,BUF,WR*,157.51,30,687,4606,2015
2051,"Dorsett, Phillip IND WR","Dorsett,",Phillip,IND,WR,158.13,43,900,3840,2015
2052,"Jones, Matt WAS RB","Jones,",Matt,WAS,RB,158.67,29,902,4238,2015
2053,"Panthers, Carolina CAR Def","Panthers,",Carolina,CAR,Def,159.03,18,481,5240,2015
2054,"Lee, Sean DAL LB","Lee,",Sean,DAL,LB,159.31,38,449,613,2015
2055,"Parkey, Cody PHI PK*","Parkey,",Cody,PHI,PK*,159.64,33,1015,6606,2015
2056,"Patriots, NewEngland NEP Def","Patriots,",NewEngland,NEP,Def,159.95,27,491,4752,2015
2057,"Davis, Vernon DEN TE","Davis,",Vernon,DEN,TE,160.46,9,773,5218,2015
2058,"Bailey, Dan DAL PK","Bailey,",Dan,DAL,PK,160.78,5,1033,6656,2015
2059,"Ansah, Ezekiel DET DE","Ansah,",Ezekiel,DET,DE,160.96,39,352,555,2015
2060,"Randle, Rueben NYG WR","Randle,",Rueben,NYG,WR,161.18,27,551,4178,2015
2061,"Williams, DeAngelo PIT RB","Williams,",DeAngelo,PIT,RB,161.43,3,1107,5055,2015
2062,"Hillman, Ronnie DEN RB","Hillman,",Ronnie,DEN,RB,161.6,9,1357,4407,2015
2063,"Gordon, Josh CLE WR*","Gordon,",Josh,CLE,WR*,161.86,28,1355,895,2015
2064,"McKinnon, Jerick MIN RB","McKinnon,",Jerick,MIN,RB,162.69,35,533,2971,2015
2065,"Cyprien, Johnathan JAC S","Cyprien,",Johnathan,JAC,S,163.11,51,799,583,2015
2066,"Ravens, Baltimore BAL Def","Ravens,",Baltimore,BAL,Def,163.38,29,560,4309,2015
2067,"Williams, Andre NYG RB","Williams,",Andre,NYG,RB,164.46,28,916,4162,2015
2068,"Marshall, Brandon DEN LB","Marshall,",Brandon,DEN,LB,165.43,61,814,500,2015
2069,"Ninkovich, Rob NEP DE","Ninkovich,",Rob,NEP,DE,165.46,41,495,575,2015
2070,"Jackson, D'Qwell IND LB","Jackson,",D'Qwell,IND,LB,165.65,12,778,575,2015
2071,"Bortles, Blake JAC QB","Bortles,",Blake,JAC,QB,165.97,18,576,2622,2015
2072,"Williams, Maxx BAL TE","Williams,",Maxx,BAL,TE,165.98,54,896,2289,2015
2073,"Strong, Jaelen HOU WR","Strong,",Jaelen,HOU,WR,166.05,41,906,1888,2015
2074,"Baldwin, Doug SEA WR","Baldwin,",Doug,SEA,WR,167.64,20,946,4290,2015
2075,"Chiefs, KansasCity KCC Def","Chiefs,",KansasCity,KCC,Def,167.77,6,618,3861,2015
2076,"Ball, Montee FA* RB","Ball,",Montee,FA*,RB,167.78,11,747,3325,2015
2077,"Shazier, Ryan PIT LB","Shazier,",Ryan,PIT,LB,168.25,52,926,489,2015
2078,"Jones, Marvin CIN WR","Jones,",Marvin,CIN,WR,168.98,45,930,3647,2015
2079,"McManus, Brandon DEN PK","McManus,",Brandon,DEN,PK,169.85,34,1313,4125,2015
2080,"Miller, Heath PIT TE","Miller,",Heath,PIT,TE,169.99,23,825,4152,2015
2081,"Wake, Cameron MIA DE*","Wake,",Cameron,MIA,DE*,170.05,44,641,593,2015
2082,"Reed, Jordan WAS TE","Reed,",Jordan,WAS,TE,171.09,29,600,3390,2015
2083,"Foles, Nick STL QB","Foles,",Nick,STL,QB,171.26,28,601,3054,2015
2084,"Lockett, Tyler SEA WR","Lockett,",Tyler,SEA,WR,171.48,2,934,3075,2015
2085,"Helu, Roy OAK RB","Helu,",Roy,OAK,RB,171.5,7,670,3619,2015
2086,"Donnell, Larry NYG TE*","Donnell,",Larry,NYG,TE*,171.75,26,639,3741,2015
2087,"Kendricks, Eric MIN LB","Kendricks,",Eric,MIN,LB,171.98,3,966,450,2015
2088,"Clay, Charles BUF TE","Clay,",Charles,BUF,TE,172.05,15,653,3625,2015
2089,"Michael, Christine SEA RB","Michael,",Christine,SEA,RB,173.27,33,610,2173,2015
2090,"McDonald, T.J. STL S*","McDonald,",T.J.,STL,S*,173.31,54,824,559,2015
2091,"Clinton-Dix, HaHa GBP S","Clinton-Dix,",HaHa,GBP,S,173.5,44,767,579,2015
2092,"Green, Ladarius SDC TE","Green,",Ladarius,SDC,TE,173.54,32,507,2765,2015
2093,"Smith, Alex KCC QB","Smith,",Alex,KCC,QB,174.59,4,649,2703,2015
2094,"Lions, Detroit DET Def","Lions,",Detroit,DET,Def,175.27,16,640,2667,2015
2095,"Lewis, Dion NEP RB*","Lewis,",Dion,NEP,RB*,175.41,5,1320,555,2015
2096,"Bryant, Matt ATL PK*","Bryant,",Matt,ATL,PK*,175.53,45,1287,6020,2015
2097,"Smith, Telvin JAC LB","Smith,",Telvin,JAC,LB,176.02,63,912,422,2015
2098,"Jenkins, Jelani MIA LB","Jenkins,",Jelani,MIA,LB,176.11,50,827,482,2015
2099,"Rodgers, Richard GBP TE","Rodgers,",Richard,GBP,TE,176.52,9,830,3554,2015
2100,"Wayne, Reggie FA* WR","Wayne,",Reggie,FA*,WR,177.84,14,1400,1953,2015
2101,"Artis-Payne, Cameron CAR RB","Artis-Payne,",Cameron,CAR,RB,178.31,50,909,2993,2015
2102,"Wilkerson, Muhammad NYJ DE","Wilkerson,",Muhammad,NYJ,DE,178.57,52,817,509,2015
2103,"Patterson, Cordarrelle MIN WR","Patterson,",Cordarrelle,MIN,WR,178.66,24,565,2170,2015
2104,"Jackson, Fred SEA RB","Jackson,",Fred,SEA,RB,179.63,16,1179,3769,2015
2105,"Vikings, Minnesota MIN Def","Vikings,",Minnesota,MIN,Def,179.75,52,606,2822,2015
2106,"Prater, Matt DET PK","Prater,",Matt,DET,PK,179.86,40,1316,5013,2015
2107,"Donald, Aaron STL DT","Donald,",Aaron,STL,DT,180.09,38,612,469,2015
2108,"Coleman, Brandon NOS WR","Coleman,",Brandon,NOS,WR,180.42,19,1136,2798,2015
2109,"Bengals, Cincinnati CIN Def","Bengals,",Cincinnati,CIN,Def,180.42,35,654,2694,2015
2110,"Matthews, Clay GBP LB","Matthews,",Clay,GBP,LB,181.96,26,624,559,2015
2111,"Jones, James GBP WR","Jones,",James,GBP,WR,182.07,11,1458,1217,2015
2112,"Gray, Jonas JAC RB","Gray,",Jonas,JAC,RB,182.77,11,1220,2849,2015
2113,"Timmons, Lawrence PIT LB","Timmons,",Lawrence,PIT,LB,183.02,69,499,497,2015
2114,"Steelers, Pittsburgh PIT Def","Steelers,",Pittsburgh,PIT,Def,183.07,28,680,1881,2015
2115,"Montgomery, Ty GBP WR*","Montgomery,",Ty,GBP,WR*,184.37,31,960,2622,2015
2116,"Robinson, Denard JAC RB","Robinson,",Denard,JAC,RB,184.78,19,925,2991,2015
2117,"Allen, Javorius BAL RB","Allen,",Javorius,BAL,RB,185.13,1,908,1845,2015
2118,"Laurinaitis, James STL LB","Laurinaitis,",James,STL,LB,185.42,77,889,497,2015
2119,"Cowboys, Dallas DAL Def","Cowboys,",Dallas,DAL,Def,185.93,21,698,1756,2015
2120,"Barth, Connor TBB PK","Barth,",Connor,TBB,PK,186.67,39,1355,3141,2015
2121,"Janikowski, Sebastian OAK PK","Janikowski,",Sebastian,OAK,PK,186.69,27,1418,2599,2015
2122,"Colts, Indianapolis IND Def","Colts,",Indianapolis,IND,Def,186.93,8,688,2203,2015
2123,"49ers, SanFrancisco SFO Def","49ers,",SanFrancisco,SFO,Def,187.02,5,644,1451,2015
2124,"Robinson, Keenan WAS LB","Robinson,",Keenan,WAS,LB,189.11,51,905,441,2015
2125,"GriffinIII, Robert WAS QB","GriffinIII,",Robert,WAS,QB,190.76,8,798,1599,2015
2126,"Scobee, Josh FA PK","Scobee,",Josh,FA,PK,190.94,51,1361,1591,2015
2127,"Carpenter, Dan BUF PK","Carpenter,",Dan,BUF,PK,191.34,11,1357,3191,2015
2128,"Walsh, Blair MIN PK","Walsh,",Blair,MIN,PK,191.72,39,1353,3476,2015
2129,"West, Terrance BAL RB","West,",Terrance,BAL,RB,191.93,41,933,2207,2015
2130,"Starks, James GBP RB","Starks,",James,GBP,RB,192.36,20,1140,2937,2015
2131,"Browns, Cleveland CLE Def","Browns,",Cleveland,CLE,Def,192.68,33,653,1460,2015
2132,"Hardy, Greg DAL DE","Hardy,",Greg,DAL,DE,192.92,76,850,483,2015
2133,"Thomas, Earl SEA S","Thomas,",Earl,SEA,S,194.19,34,878,554,2015
2134,"Hurns, Allen JAC WR","Hurns,",Allen,JAC,WR,194.53,19,833,2264,2015
2135,"Anthony, Stephone NOS LB","Anthony,",Stephone,NOS,LB,195.12,9,899,392,2015
2136,"Janis, Jeff GBP WR","Janis,",Jeff,GBP,WR,196.1,19,1053,2005,2015
2137,"Britt, Kenny STL WR","Britt,",Kenny,STL,WR,197.37,57,956,2311,2015
2138,"Taylor, Tyrod BUF QB","Taylor,",Tyrod,BUF,QB,197.9,13,1348,1543,2015
2139,"Bowe, Dwayne CLE WR","Bowe,",Dwayne,CLE,WR,198.41,36,950,2416,2015
2140,"Cox, Fletcher PHI DE","Cox,",Fletcher,PHI,DE,199.33,81,578,467,2015
