#,Player,Lastname,FirstName,Team,Pos,Avg. Pick,Min. Pick,Max. Pick,# Drafts Selected In,Season
575,"Murray, DeMarco DAL RB","Murray,",DeMarco,DAL,RB,165.64,17,654,2951,2011
576,"Breaston, Steve KCC WR","Breaston,",Steve,KCC,WR,166.39,36,435,3112,2011
577,"Umenyiora, Osi NYG DE","Umenyiora,",Osi,NYG,DE,167.28,40,337,360,2011
578,"Barber, Marion CHI RB","Barber,",Marion,CHI,RB,167.34,19,868,3144,2011
579,"Vinatieri, Adam IND PK","Vinatieri,",Adam,IND,PK,168.03,5,1220,4842,2011
580,"Brown, Josh STL PK","Brown,",Josh,STL,PK,168.51,25,930,5222,2011
581,"Griffin, Michael TEN S","Griffin,",Michael,TEN,S,168.85,46,409,365,2011
582,"Hall, Deangelo WAS CB","Hall,",Deangelo,WAS,CB,168.94,20,654,393,2011
583,"Miller, Heath PIT TE","Miller,",Heath,PIT,TE,169.78,7,529,2558,2011
584,"Vilma, Jonathan NOS LB","Vilma,",Jonathan,NOS,LB,170.21,54,342,333,2011
585,"Tebow, Tim DEN QB","Tebow,",Tim,DEN,QB,170.35,2,477,1840,2011
586,"Moeaki, Tony KCC TE*","Moeaki,",Tony,KCC,TE*,170.46,34,561,2081,2011
587,"Benn, Arrelious TBB WR","Benn,",Arrelious,TBB,WR,171.08,47,427,2314,2011
588,"Whitner, Donte SFO S","Whitner,",Donte,SFO,S,171.16,60,406,361,2011
589,"Akers, David SFO PK","Akers,",David,SFO,PK,171.34,7,1246,3810,2011
590,"Heap, Todd ARI TE","Heap,",Todd,ARI,TE,171.45,41,865,2652,2011
591,"Garrard, David FA QB","Garrard,",David,FA,QB,172.3,32,542,1902,2011
592,"Bell, Yeremiah MIA S","Bell,",Yeremiah,MIA,S,172.58,61,638,357,2011
593,"McCourty, Devin NEP CB","McCourty,",Devin,NEP,CB,173.32,49,434,352,2011
594,"Harrison, Jerome DET RB","Harrison,",Jerome,DET,RB,173.33,35,732,2173,2011
595,"Choice, Tashard BUF RB","Choice,",Tashard,BUF,RB,173.57,15,430,2541,2011
596,"Vikings, Minnesota MIN Def","Vikings,",Minnesota,MIN,Def,174.32,7,415,2403,2011
597,"Clayton, Mark STL WR","Clayton,",Mark,STL,WR,174.47,55,486,1641,2011
598,"Hunter, Kendall SFO RB","Hunter,",Kendall,SFO,RB,174.56,26,655,2149,2011
599,"Hasselbeck, Matt TEN QB","Hasselbeck,",Matt,TEN,QB,175.08,16,802,1890,2011
600,"Shiancoe, Visanthe MIN TE","Shiancoe,",Visanthe,MIN,TE,175.27,41,1050,2036,2011
601,"Scott, Bernard CIN RB","Scott,",Bernard,CIN,RB,175.62,84,580,2184,2011
602,"Campbell, Jason OAK QB","Campbell,",Jason,OAK,QB,175.67,7,563,1733,2011
603,"49ers, SanFrancisco SFO Def","49ers,",SanFrancisco,SFO,Def,176.72,1,411,2581,2011
604,"Ngata, Haloti BAL DT","Ngata,",Haloti,BAL,DT,176.82,4,430,346,2011
605,"Bironas, Rob TEN PK","Bironas,",Rob,TEN,PK,177.02,1,1070,3978,2011
606,"Chiefs, KansasCity KCC Def","Chiefs,",KansasCity,KCC,Def,177.39,57,368,2256,2011
607,"Rhodes, Kerry ARI S","Rhodes,",Kerry,ARI,S,177.63,67,448,353,2011
608,"Snelling, Jason ATL RB","Snelling,",Jason,ATL,RB,178.05,62,733,2409,2011
609,"Vereen, Shane NEP RB","Vereen,",Shane,NEP,RB,178.93,12,650,1582,2011
610,"Williams, Ricky BAL RB","Williams,",Ricky,BAL,RB,178.96,44,1010,2236,2011
611,"Moore, Denarius OAK WR","Moore,",Denarius,OAK,WR,179.45,22,684,1559,2011
612,"Cardinals, Arizona ARI Def","Cardinals,",Arizona,ARI,Def,179.48,49,413,2267,2011
613,"Roberts, Andre ARI WR","Roberts,",Andre,ARI,WR,179.84,40,502,1683,2011
614,"Berrian, Bernard FA WR","Berrian,",Bernard,FA,WR,179.91,5,1298,1446,2011
615,"Texans, Houston HOU Def","Texans,",Houston,HOU,Def,179.96,29,404,1840,2011
616,"Dolphins, Miami MIA Def","Dolphins,",Miami,MIA,Def,180.11,50,420,2052,2011
617,"Brown, Donald IND RB","Brown,",Donald,IND,RB,180.6,61,475,1867,2011
618,"Hester, Devin CHI WR","Hester,",Devin,CHI,WR,181.26,14,552,1743,2011
619,"Royal, Eddie DEN WR","Royal,",Eddie,DEN,WR,181.61,1,521,1819,2011
620,"Moss, Randy FA* WR*","Moss,",Randy,FA*,WR*,181.64,54,549,1051,2011
621,"Raiders, Oakland OAK Def","Raiders,",Oakland,OAK,Def,182.14,49,418,1604,2011
622,"Buccaneers, TampaBay TBB Def","Buccaneers,",TampaBay,TBB,Def,182.21,49,420,1721,2011
623,"Smith, Justin SFO DE","Smith,",Justin,SFO,DE,182.38,75,465,350,2011
624,"Bennett, Earl CHI WR","Bennett,",Earl,CHI,WR,183.05,6,514,1524,2011
625,"Watson, Ben CLE TE","Watson,",Ben,CLE,TE,183.15,30,523,1796,2011
626,"Gould, Robbie CHI PK","Gould,",Robbie,CHI,PK,183.26,33,967,2900,2011
627,"Henne, Chad MIA QB","Henne,",Chad,MIA,QB,183.65,3,616,1273,2011
628,"Weddle, Eric SDC S","Weddle,",Eric,SDC,S,183.94,66,570,354,2011
629,"Alexander, Danario STL WR","Alexander,",Danario,STL,WR,184.06,43,537,1214,2011
630,"Ridley, Stevan NEP RB","Ridley,",Stevan,NEP,RB,184.26,4,691,1420,2011
631,"Jones, Jacoby HOU WR","Jones,",Jacoby,HOU,WR,184.9,2,470,1605,2011
632,"Baldwin, Jon KCC WR","Baldwin,",Jon,KCC,WR,186.1,14,651,1065,2011
633,"Folk, Nick NYJ PK","Folk,",Nick,NYJ,PK,187.39,16,1237,2342,2011
634,"Owens, Terrell FA* WR","Owens,",Terrell,FA*,WR,187.63,10,585,1334,2011
635,"Cundiff, Billy BAL PK","Cundiff,",Billy,BAL,PK,187.88,15,1110,2665,2011
636,"Long, Chris STL DE","Long,",Chris,STL,DE,188.12,68,448,334,2011
637,"Mason, Derrick FA WR","Mason,",Derrick,FA,WR,188.28,12,730,1428,2011
638,"Rams, St. Louis STL Def",#REF!,,,,188.37,59,434,1283,2011
639,"Carpenter, Dan MIA PK","Carpenter,",Dan,MIA,PK,188.67,14,949,2470,2011
640,"Goodson, Mike CAR RB","Goodson,",Mike,CAR,RB,188.92,7,591,1019,2011
641,"Shipley, Jordan CIN WR","Shipley,",Jordan,CIN,WR,189.01,11,481,1280,2011
642,"Suisham, Shaun PIT PK","Suisham,",Shaun,PIT,PK,189.08,23,1481,1840,2011
643,"Gerhart, Toby MIN RB","Gerhart,",Toby,MIN,RB,189.65,8,479,1551,2011
644,"Longwell, Ryan MIN PK","Longwell,",Ryan,MIN,PK,191.13,14,1376,1605,2011
645,"Tillman, Charles CHI CB","Tillman,",Charles,CHI,CB,192.25,54,635,334,2011
646,"Titans, Tennessee TEN Def","Titans,",Tennessee,TEN,Def,192.35,61,427,853,2011
647,"Rodgers, Jacquizz ATL RB","Rodgers,",Jacquizz,ATL,RB,192.75,9,660,1168,2011
648,"Jackson, Tarvaris SEA QB","Jackson,",Tarvaris,SEA,QB,192.89,17,1448,762,2011
649,"Kasay, John NOS PK","Kasay,",John,NOS,PK,193.09,48,1549,481,2011
650,"Hanson, Jason DET PK","Hanson,",Jason,DET,PK,193.29,28,1374,1885,2011
651,"Karim, Deji JAC RB","Karim,",Deji,JAC,RB,193.46,64,706,679,2011
652,"Colts, Indianapolis IND Def","Colts,",Indianapolis,IND,Def,193.59,60,418,824,2011
653,"McCluster, Dexter KCC RB","McCluster,",Dexter,KCC,RB,193.96,19,650,1246,2011
654,"Smith, Torrey BAL WR","Smith,",Torrey,BAL,WR,194.05,13,657,746,2011
655,"Armstrong, Anthony WAS WR","Armstrong,",Anthony,WAS,WR,194.1,18,505,939,2011
656,"Ward, Derrick HOU RB","Ward,",Derrick,HOU,RB,194.47,20,1252,941,2011
657,"Dalton, Andy CIN QB","Dalton,",Andy,CIN,QB,195.1,13,669,848,2011
658,"Gibson, Brandon STL WR","Gibson,",Brandon,STL,WR,195.49,25,919,987,2011
659,"Redskins, Washington WAS Def","Redskins,",Washington,WAS,Def,195.58,64,439,597,2011
660,"Browns, Cleveland CLE Def","Browns,",Cleveland,CLE,Def,196.14,47,460,777,2011
661,"Broncos, Denver DEN Def","Broncos,",Denver,DEN,Def,196.35,53,496,472,2011
662,"Hankerson, Leonard WAS WR","Hankerson,",Leonard,WAS,WR,197.09,22,656,576,2011
663,"Smith, Alex SFO QB","Smith,",Alex,SFO,QB,197.14,13,624,820,2011
664,"Walter, Kevin HOU WR","Walter,",Kevin,HOU,WR,198.82,30,853,874,2011
665,"Reed, Edward BAL S","Reed,",Edward,BAL,S,199.36,56,742,349,2011
666,"Boss, Kevin OAK TE","Boss,",Kevin,OAK,TE,199.55,13,904,927,2011
667,"Stephens-Howling, LaRod ARI RB","Stephens-Howling,",LaRod,ARI,RB,199.92,26,792,740,2011
668,"Massaquoi, Mohamed CLE WR","Massaquoi,",Mohamed,CLE,WR,200.12,42,816,936,2011
669,"Decker, Eric DEN WR","Decker,",Eric,DEN,WR,200.41,30,533,943,2011
670,"Freeney, Dwight IND DE","Freeney,",Dwight,IND,DE,201.06,75,709,333,2011
671,"Feely, Jay ARI PK","Feely,",Jay,ARI,PK,201.36,26,1280,1236,2011
672,"Buehler, David DAL PK","Buehler,",David,DAL,PK,202.11,33,1068,1253,2011
673,"Ivory, Christopher NOS RB","Ivory,",Christopher,NOS,RB,202.23,15,641,502,2011
674,"Shockey, Jeremy CAR TE","Shockey,",Jeremy,CAR,TE,202.7,28,822,568,2011
675,"Williams, Carnell STL RB","Williams,",Carnell,STL,RB,203,38,832,938,2011
676,"Prater, Matt DEN PK","Prater,",Matt,DEN,PK,203.24,52,1117,969,2011
677,"Forsett, Justin SEA RB","Forsett,",Justin,SEA,RB,203.24,33,545,977,2011
678,"Redman, Isaac PIT RB","Redman,",Isaac,PIT,RB,203.37,15,692,901,2011
679,"Collins, Kerry IND QB","Collins,",Kerry,IND,QB,203.64,64,1597,335,2011
680,"Young, Vince PHI QB","Young,",Vince,PHI,QB,205.61,20,610,826,2011
681,"Cobb, Randall GBP WR","Cobb,",Randall,GBP,WR,205.77,20,652,629,2011
682,"Jenkins, Michael MIN WR","Jenkins,",Michael,MIN,WR,205.9,40,1504,523,2011
683,"Young, Titus DET WR","Young,",Titus,DET,WR,206.16,8,806,647,2011
684,"Tamme, Jacob IND TE","Tamme,",Jacob,IND,TE,206.9,1,503,741,2011
685,"Douglas, Harry ATL WR","Douglas,",Harry,ATL,WR,207.92,20,1012,532,2011
686,"Seahawks, Seattle SEA Def","Seahawks,",Seattle,SEA,Def,208.45,71,462,447,2011
687,"Washington, Nate TEN WR","Washington,",Nate,TEN,WR,209.05,54,889,657,2011
688,"Harper, Jamie TEN RB","Harper,",Jamie,TEN,RB,210.17,28,690,510,2011
689,"Tynes, Lawrence NYG PK","Tynes,",Lawrence,NYG,PK,210.36,63,1233,831,2011
690,"Avery, Donnie TEN WR","Avery,",Donnie,TEN,WR,210.48,1,479,652,2011
691,"Rudolph, Kyle MIN TE","Rudolph,",Kyle,MIN,TE,210.53,28,677,543,2011
692,"Murphy, Louis OAK WR","Murphy,",Louis,OAK,WR,211.14,50,581,554,2011
693,"Cribbs, Josh CLE WR","Cribbs,",Josh,CLE,WR,211.39,38,833,422,2011
694,"Thomas, Demaryius DEN WR","Thomas,",Demaryius,DEN,WR,211.99,48,485,424,2011
695,"Dickson, Ed BAL TE","Dickson,",Ed,BAL,TE,212.72,45,735,591,2011
696,"Morgan, Josh SFO WR","Morgan,",Josh,SFO,WR,212.8,41,619,449,2011
697,"Dixon, Anthony SFO RB","Dixon,",Anthony,SFO,RB,213.02,26,539,538,2011
698,"Gabbert, Blaine JAC QB","Gabbert,",Blaine,JAC,QB,215.08,29,653,444,2011
699,"Locker, Jake TEN QB","Locker,",Jake,TEN,QB,215.66,25,664,438,2011
700,"Tate, Brandon CIN WR","Tate,",Brandon,CIN,WR,217.14,61,502,344,2011
701,"Scobee, Josh JAC PK","Scobee,",Josh,JAC,PK,218.52,44,1212,690,2011
702,"Tate, Golden SEA WR","Tate,",Golden,SEA,WR,218.67,60,477,387,2011
703,"Gaffney, Jabar WAS WR","Gaffney,",Jabar,WAS,WR,218.68,52,1098,537,2011
704,"Green, Alex GBP RB","Green,",Alex,GBP,RB,219.13,11,1599,489,2011
705,"Grossman, Rex WAS QB","Grossman,",Rex,WAS,QB,219.37,78,1498,426,2011
706,"Palmer, Carson OAK QB","Palmer,",Carson,OAK,QB,219.59,31,672,409,2011
707,"Powell, Bilal NYJ RB","Powell,",Bilal,NYJ,RB,220.25,63,670,373,2011
708,"Jones, Taiwan OAK RB","Jones,",Taiwan,OAK,RB,220.56,66,665,392,2011
709,"Beck, John WAS QB","Beck,",John,WAS,QB,223.48,8,1288,453,2011
710,"Davis, Fred WAS TE","Davis,",Fred,WAS,TE,224.49,42,830,476,2011
711,"Succop, Ryan KCC PK","Succop,",Ryan,KCC,PK,224.89,59,1238,607,2011
712,"Hill, Jason FA WR","Hill,",Jason,FA,WR,228.12,64,552,426,2011
713,"Briscoe, Dezmon TBB WR","Briscoe,",Dezmon,TBB,WR,229.18,66,627,430,2011
714,"McKnight, Joe NYJ RB","McKnight,",Joe,NYJ,RB,229.88,79,535,332,2011
715,"Heyward-Bey, Darrius OAK WR","Heyward-Bey,",Darrius,OAK,WR,236.73,39,711,356,2011
716,"Barth, Connor TBB PK","Barth,",Connor,TBB,PK,238.49,38,1175,449,2011
717,"Foster, Arian HOU RB","Foster,",Arian,HOU,RB,2.33,1,162,7457,2012
718,"Rodgers, Aaron GBP QB","Rodgers,",Aaron,GBP,QB,3.12,1,109,7216,2012
719,"Rice, Ray BAL RB","Rice,",Ray,BAL,RB,4.2,1,167,7513,2012
720,"McCoy, LeSean PHI RB","McCoy,",LeSean,PHI,RB,4.52,1,165,7450,2012
721,"Johnson, Calvin DET WR","Johnson,",Calvin,DET,WR,6.54,1,166,7456,2012
722,"Brady, Tom NEP QB","Brady,",Tom,NEP,QB,7.2,1,216,7235,2012
723,"Brees, Drew NOS QB","Brees,",Drew,NOS,QB,8.48,1,189,7250,2012
724,"Johnson, Chris TEN RB","Johnson,",Chris,TEN,RB,9.24,1,170,7451,2012
725,"McFadden, Darren OAK RB","McFadden,",Darren,OAK,RB,11.71,1,212,7458,2012
726,"Forte, Matt CHI RB","Forte,",Matt,CHI,RB,13.69,1,203,7455,2012
727,"Stafford, Matthew DET QB","Stafford,",Matthew,DET,QB,15.68,1,252,7230,2012
728,"Newton, Cam CAR QB","Newton,",Cam,CAR,QB,15.78,1,251,7254,2012
729,"Graham, Jimmy NOS TE","Graham,",Jimmy,NOS,TE,16.85,1,210,7442,2012
730,"Jones-Drew, Maurice JAC RB","Jones-Drew,",Maurice,JAC,RB,17.57,1,185,7457,2012
731,"Fitzgerald, Larry ARI WR","Fitzgerald,",Larry,ARI,WR,18.44,2,190,7452,2012
732,"Gronkowski, Rob NEP TE","Gronkowski,",Rob,NEP,TE,18.48,1,392,7442,2012
733,"Murray, DeMarco DAL RB","Murray,",DeMarco,DAL,RB,19.41,1,219,7437,2012
734,"Jones, Julio ATL WR","Jones,",Julio,ATL,WR,21.87,1,220,7430,2012
735,"Peterson, Adrian MIN RB","Peterson,",Adrian,MIN,RB,21.9,1,213,7454,2012
736,"Johnson, Andre HOU WR","Johnson,",Andre,HOU,WR,22.24,1,221,7462,2012
737,"Welker, Wes NEP WR","Welker,",Wes,NEP,WR,23.43,1,230,7465,2012
738,"Charles, Jamaal KCC RB","Charles,",Jamaal,KCC,RB,25.03,1,275,7444,2012
739,"Lynch, Marshawn SEA RB","Lynch,",Marshawn,SEA,RB,26.5,1,273,7449,2012
740,"Mathews, Ryan SDC RB","Mathews,",Ryan,SDC,RB,27.18,1,299,7336,2012
741,"Green, A.J. CIN WR","Green,",A.J.,CIN,WR,27.35,3,199,7435,2012
742,"White, Roddy ATL WR","White,",Roddy,ATL,WR,28.36,2,223,7465,2012
743,"Jennings, Greg GBP WR","Jennings,",Greg,GBP,WR,28.72,1,221,7454,2012
744,"Cruz, Victor NYG WR","Cruz,",Victor,NYG,WR,30.68,3,249,7455,2012
745,"Richardson, Trent CLE RB","Richardson,",Trent,CLE,RB,31.14,1,565,7445,2012
746,"Marshall, Brandon CHI WR","Marshall,",Brandon,CHI,WR,32.08,2,224,7459,2012
747,"Jackson, Steven STL RB","Jackson,",Steven,STL,RB,32.65,2,229,7452,2012
748,"Sproles, Darren NOS RB","Sproles,",Darren,NOS,RB,33.59,2,230,7442,2012
749,"Nelson, Jordy GBP WR","Nelson,",Jordy,GBP,WR,35.15,2,228,7445,2012
750,"Jackson, Fred BUF RB","Jackson,",Fred,BUF,RB,35.87,1,230,7436,2012
751,"Nicks, Hakeem NYG WR","Nicks,",Hakeem,NYG,WR,36.16,3,214,7451,2012
752,"Manning, Eli NYG QB","Manning,",Eli,NYG,QB,42.33,1,240,7236,2012
753,"Wallace, Mike PIT WR","Wallace,",Mike,PIT,WR,42.33,2,227,7456,2012
754,"Turner, Michael ATL RB","Turner,",Michael,ATL,RB,42.57,4,244,7458,2012
755,"Bradshaw, Ahmad NYG RB","Bradshaw,",Ahmad,NYG,RB,42.78,6,195,7438,2012
756,"Bryant, Dez DAL WR","Bryant,",Dez,DAL,WR,44.41,3,225,7452,2012
757,"Gore, Frank SFO RB","Gore,",Frank,SFO,RB,44.72,4,236,7449,2012
758,"Ryan, Matt ATL QB","Ryan,",Matt,ATL,QB,44.99,1,288,7226,2012
759,"Colston, Marques NOS WR","Colston,",Marques,NOS,WR,45.69,7,267,7447,2012
760,"Vick, Michael PHI QB","Vick,",Michael,PHI,QB,45.87,1,300,7209,2012
761,"Martin, Doug TBB RB","Martin,",Doug,TBB,RB,46.04,3,620,7422,2012
762,"Harvin, Percy MIN WR","Harvin,",Percy,MIN,WR,47.32,9,240,7441,2012
763,"Smith, Steve CAR WR","Smith,",Steve,CAR,WR,47.62,6,274,7440,2012
764,"Hernandez, Aaron NEP TE","Hernandez,",Aaron,NEP,TE,50.3,8,322,7419,2012
765,"Gates, Antonio SDC TE","Gates,",Antonio,SDC,TE,51.8,5,250,7438,2012
766,"Thomas, Demaryius DEN WR","Thomas,",Demaryius,DEN,WR,52.76,5,247,7440,2012
767,"Bush, Reggie MIA RB","Bush,",Reggie,MIA,RB,53.87,3,238,7412,2012
768,"Manning, Peyton DEN QB","Manning,",Peyton,DEN,QB,55.84,1,216,7221,2012
769,"Romo, Tony DAL QB","Romo,",Tony,DAL,QB,57.39,3,271,7217,2012
770,"Davis, Vernon SFO TE","Davis,",Vernon,SFO,TE,58.35,8,235,7414,2012
771,"Brown, Antonio PIT WR","Brown,",Antonio,PIT,WR,58.9,6,284,7408,2012
772,"Austin, Miles DAL WR","Austin,",Miles,DAL,WR,60.17,2,239,7422,2012
773,"Maclin, Jeremy PHI WR","Maclin,",Jeremy,PHI,WR,60.38,12,272,7405,2012
774,"Lloyd, Brandon NEP WR","Lloyd,",Brandon,NEP,WR,60.74,5,248,7422,2012
775,"Jackson, Vincent TBB WR","Jackson,",Vincent,TBB,WR,61.05,11,279,7425,2012
776,"Bowe, Dwayne KCC WR","Bowe,",Dwayne,KCC,WR,61.28,14,213,7415,2012
777,"Decker, Eric DEN WR","Decker,",Eric,DEN,WR,61.67,8,274,7419,2012
778,"Finley, Jermichael GBP TE","Finley,",Jermichael,GBP,TE,62.58,11,371,7410,2012
779,"Rivers, Philip SDC QB","Rivers,",Philip,SDC,QB,63.67,3,275,7210,2012
780,"Jackson, DeSean PHI WR","Jackson,",DeSean,PHI,WR,64.1,1,286,7413,2012
781,"Johnson, Stevie BUF WR","Johnson,",Stevie,BUF,WR,66,19,290,7389,2012
782,"Green-Ellis, BenJarvus CIN RB","Green-Ellis,",BenJarvus,CIN,RB,67.47,3,276,7389,2012
783,"McGahee, Willis DEN RB","McGahee,",Willis,DEN,RB,68.02,4,282,7395,2012
784,"Greene, Shonn NYJ RB","Greene,",Shonn,NYJ,RB,69.81,16,258,7376,2012
785,"Pierre-Paul, Jason NYG DE","Pierre-Paul,",Jason,NYG,DE,71.91,3,224,658,2012
786,"Smith, Torrey BAL WR","Smith,",Torrey,BAL,WR,74.47,10,259,7361,2012
787,"Willis, Patrick SFO LB","Willis,",Patrick,SFO,LB,75.81,7,288,674,2012
788,"Witten, Jason DAL TE","Witten,",Jason,DAL,TE,77.51,11,357,7268,2012
789,"Wayne, Reggie IND WR","Wayne,",Reggie,IND,WR,79.91,7,285,7352,2012
790,"Allen, Jared MIN DE","Allen,",Jared,MIN,DE,80.69,4,284,647,2012
791,"Garcon, Pierre WAS WR","Garcon,",Pierre,WAS,WR,81.37,8,280,7335,2012
792,"Stewart, Jonathan CAR RB","Stewart,",Jonathan,CAR,RB,81.67,2,334,7222,2012
793,"Wells, Beanie ARI RB","Wells,",Beanie,ARI,RB,82.13,21,337,7295,2012
794,"Griffin, Robert WAS QB","Griffin,",Robert,WAS,QB,82.78,1,619,7167,2012
795,"Pettigrew, Brandon DET TE","Pettigrew,",Brandon,DET,TE,83.2,15,294,7194,2012
796,"Britt, Kenny TEN WR","Britt,",Kenny,TEN,WR,84.67,12,289,7214,2012
797,"49ers, SanFrancisco SFO Def","49ers,",SanFrancisco,SFO,Def,85.21,4,257,6771,2012
798,"Brown, Donald IND RB","Brown,",Donald,IND,RB,86.83,15,296,7212,2012
799,"Jackson, D'Qwell CLE LB","Jackson,",D'Qwell,CLE,LB,87.92,5,250,666,2012
800,"Ridley, Stevan NEP RB","Ridley,",Stevan,NEP,RB,88.67,6,388,7189,2012
801,"Hillis, Peyton KCC RB","Hillis,",Peyton,KCC,RB,89.16,7,322,7186,2012
802,"Roethlisberger, Ben PIT QB","Roethlisberger,",Ben,PIT,QB,89.57,2,296,7140,2012
803,"Helu, Roy WAS RB","Helu,",Roy,WAS,RB,89.89,10,396,7095,2012
804,"Spiller, C.J. BUF RB","Spiller,",C.J.,BUF,RB,92.21,15,356,7042,2012
805,"Cutler, Jay CHI QB","Cutler,",Jay,CHI,QB,92.77,2,324,7081,2012
806,"Davis, Fred WAS TE","Davis,",Fred,WAS,TE,93.01,20,331,7039,2012
807,"Redman, Isaac PIT RB","Redman,",Isaac,PIT,RB,93.35,10,309,7087,2012
808,"Meachem, Robert SDC WR","Meachem,",Robert,SDC,WR,93.7,8,301,7175,2012
809,"Laurinaitis, James STL LB","Laurinaitis,",James,STL,LB,94.54,7,283,662,2012
810,"Schaub, Matt HOU QB","Schaub,",Matt,HOU,QB,95.19,4,330,7123,2012
811,"Blackmon, Justin JAC WR","Blackmon,",Justin,JAC,WR,95.5,5,621,7191,2012
812,"Gonzalez, Tony ATL TE","Gonzalez,",Tony,ATL,TE,95.55,14,348,7128,2012
813,"Ingram, Mark NOS RB","Ingram,",Mark,NOS,RB,96.03,14,374,7063,2012
814,"Tate, Ben HOU RB","Tate,",Ben,HOU,RB,99.69,4,340,7033,2012
815,"Benson, Cedric GBP RB","Benson,",Cedric,GBP,RB,100.33,5,548,6650,2012
816,"Moore, Denarius OAK WR","Moore,",Denarius,OAK,WR,101.83,33,332,6935,2012
817,"Young, Titus DET WR","Young,",Titus,DET,WR,103.78,20,343,6974,2012
818,"Bowman, Navorro SFO LB","Bowman,",Navorro,SFO,LB,104.39,18,267,649,2012
819,"Williams, DeAngelo CAR RB","Williams,",DeAngelo,CAR,RB,104.56,2,358,6968,2012
820,"Wilson, David NYG RB","Wilson,",David,NYG,RB,105.53,6,624,6755,2012
821,"Williams, Mario BUF DE","Williams,",Mario,BUF,DE,105.62,11,352,620,2012
822,"Luck, Andrew IND QB","Luck,",Andrew,IND,QB,106.61,1,618,7012,2012
823,"Ravens, Baltimore BAL Def","Ravens,",Baltimore,BAL,Def,107.06,4,306,6747,2012
824,"Crabtree, Michael SFO WR","Crabtree,",Michael,SFO,WR,107.41,4,370,6989,2012
825,"Tamme, Jacob DEN TE","Tamme,",Jacob,DEN,TE,108.24,16,422,6904,2012
826,"Floyd, Malcom SDC WR","Floyd,",Malcom,SDC,WR,109.01,4,391,6903,2012
827,"Smith, Kevin DET RB","Smith,",Kevin,DET,RB,109.19,18,422,6730,2012
828,"Johnson, Derrick KCC LB","Johnson,",Derrick,KCC,LB,109.46,16,299,648,2012
829,"Boldin, Anquan BAL WR","Boldin,",Anquan,BAL,WR,110.12,1,320,7002,2012
830,"Heyward-Bey, Darrius OAK WR","Heyward-Bey,",Darrius,OAK,WR,111.47,19,330,6731,2012
831,"Bush, Michael CHI RB","Bush,",Michael,CHI,RB,111.57,14,302,6791,2012
832,"Texans, Houston HOU Def","Texans,",Houston,HOU,Def,112.56,4,281,6737,2012
833,"Cole, Trent PHI DE","Cole,",Trent,PHI,DE,113.59,10,344,605,2012
834,"Gresham, Jermaine CIN TE","Gresham,",Jermaine,CIN,TE,114.3,15,337,6628,2012
835,"Ware, Demarcus DAL LB","Ware,",Demarcus,DAL,LB,114.51,4,358,636,2012
836,"Williams, Ryan ARI RB","Williams,",Ryan,ARI,RB,115.54,12,328,6385,2012
837,"Holmes, Santonio NYJ WR","Holmes,",Santonio,NYJ,WR,115.55,25,329,6722,2012
838,"Miller, Von DEN LB","Miller,",Von,DEN,LB,118.5,22,345,630,2012
839,"Akers, David SFO PK","Akers,",David,SFO,PK,119.04,1,516,7081,2012
840,"Tuck, Justin NYG DE","Tuck,",Justin,NYG,DE,119.23,18,355,606,2012
841,"Steelers, Pittsburgh PIT Def","Steelers,",Pittsburgh,PIT,Def,119.47,12,268,6688,2012
842,"Bishop, Desmond GBP LB","Bishop,",Desmond,GBP,LB,120.09,15,475,422,2012
843,"Little, Greg CLE WR","Little,",Greg,CLE,WR,120.34,9,372,6225,2012
844,"Eagles, Philadelphia PHI Def","Eagles,",Philadelphia,PHI,Def,121.03,13,310,6716,2012
845,"Moore, Lance NOS WR","Moore,",Lance,NOS,WR,122.75,26,403,6502,2012
846,"Rice, Sidney SEA WR","Rice,",Sidney,SEA,WR,122.79,25,367,6451,2012
847,"Flacco, Joe BAL QB","Flacco,",Joe,BAL,QB,123.11,4,317,6661,2012
848,"Packers, GreenBay GBP Def","Packers,",GreenBay,GBP,Def,123.77,6,276,6689,2012
849,"Peppers, Julius CHI DE","Peppers,",Julius,CHI,DE,123.97,13,299,595,2012
850,"Bears, Chicago CHI Def","Bears,",Chicago,CHI,Def,124.27,10,304,6674,2012
851,"Berry, Eric KCC S","Berry,",Eric,KCC,S,126,22,277,605,2012
852,"Washington, Daryl ARI LB","Washington,",Daryl,ARI,LB,126.77,17,291,595,2012
853,"Best, Jahvid DET RB","Best,",Jahvid,DET,RB,127.93,15,491,5304,2012
854,"Cook, Jared TEN TE","Cook,",Jared,TEN,TE,128.48,25,344,6259,2012
855,"Washington, Nate TEN WR","Washington,",Nate,TEN,WR,128.7,38,408,6173,2012
856,"Gerhart, Toby MIN RB","Gerhart,",Toby,MIN,RB,129.15,16,352,6324,2012
857,"Gostkowski, Stephen NEP PK","Gostkowski,",Stephen,NEP,PK,129.32,4,480,7077,2012
858,"Lee, Sean DAL LB","Lee,",Sean,DAL,LB,129.54,33,407,603,2012
859,"Williams, Mike TBB WR","Williams,",Mike,TBB,WR,130.64,36,369,5973,2012
860,"McCarthy, Colin TEN LB","McCarthy,",Colin,TEN,LB,130.83,25,306,574,2012
861,"Moss, Randy SFO WR","Moss,",Randy,SFO,WR,130.97,12,431,6490,2012
862,"Jennings, Rashad JAC RB","Jennings,",Rashad,JAC,RB,130.98,18,518,5940,2012
